day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
0,784800,DIVING_GEAR,98437.0,24.0,,,,,98440.0,24.0,,,,,98438.5,1048936.0
0,784900,DIVING_GEAR,98422.0,20.0,,,,,98425.0,20.0,,,,,98423.5,1065784.0
0,785000,DIVING_GEAR,98428.0,26.0,,,,,98431.0,26.0,,,,,98429.5,1058960.0
0,785100,DIVING_GEAR,98434.0,7.0,98433.0,10.0,,,98436.0,7.0,98437.0,10.0,,,98435.0,1053008.0
0,785200,DIVING_GEAR,98437.0,5.0,98436.0,13.0,,,98439.0,5.0,98440.0,13.0,,,98438.0,1049696.0
0,785300,DIVING_GEAR,98426.0,20.0,,,,,98428.0,9.0,98429.0,11.0,,,98427.0,1061440.0
0,785400,DIVING_GEAR,98418.0,1.0,98417.0,9.0,98416.0,16.0,98419.0,9.0,98420.0,16.0,,,98418.5,1071576.0
0,785500,DIVING_GEAR,98423.0,5.0,98422.0,16.0,,,98425.0,5.0,98426.0,16.0,,,98424.0,1064760.0
0,785600,DIVING_GEAR,98428.0,10.0,98427.0,16.0,,,98430.0,10.0,98431.0,16.0,,,98429.0,1059368.0
0,785700,DIVING_GEAR,98431.0,10.0,98430.0,20.0,,,98433.0,10.0,98434.0,20.0,,,98432.0,1056064.0
0,785800,DIVING_GEAR,98429.0,24.0,,,,,98432.0,24.0,,,,,98430.5,1057784.0
0,785900,DIVING_GEAR,98432.0,9.0,98431.0,18.0,,,98434.0,9.0,98435.0,18.0,,,98433.0,1055152.0
0,786000,DIVING_GEAR,98428.0,25.0,,,,,98431.0,25.0,,,,,98429.5,1058872.0
0,786100,DIVING_GEAR,98426.0,23.0,,,,,98429.0,23.0,,,,,98427.5,1061032.0
0,786200,DIVING_GEAR,98421.0,5.0,98420.0,13.0,,,98423.0,5.0,98424.0,13.0,,,98422.0,1066952.0
0,786300,DIVING_GEAR,98423.0,9.0,98422.0,11.0,,,98425.0,20.0,,,,,98424.0,1065248.0
0,786400,DIVING_GEAR,98420.0,8.0,98419.0,14.0,,,98422.0,8.0,98423.0,14.0,,,98421.0,1068128.0
0,786500,DIVING_GEAR,98426.0,7.0,98425.0,19.0,,,98428.0,7.0,98429.0,19.0,,,98427.0,1061712.0
0,786600,DIVING_GEAR,98430.0,22.0,,,,,98433.0,22.0,,,,,98431.5,1056856.0
0,786700,DIVING_GEAR,98425.0,22.0,,,,,98428.0,22.0,,,,,98426.5,1062424.0
0,786800,DIVING_GEAR,98436.0,23.0,,,,,98439.0,23.0,,,,,98437.5,1049984.0
0,786900,DIVING_GEAR,98429.0,26.0,,,,,98432.0,26.0,,,,,98430.5,1057648.0
0,787000,DIVING_GEAR,98432.0,18.0,,,,,98435.0,18.0,,,,,98433.5,1054632.0
0,787100,DIVING_GEAR,98439.0,8.0,98438.0,17.0,,,98441.0,8.0,98442.0,17.0,,,98440.0,1047312.0
0,787200,DIVING_GEAR,98447.0,6.0,98446.0,11.0,,,98449.0,6.0,98450.0,11.0,,,98448.0,1038640.0
0,787300,DIVING_GEAR,98433.0,27.0,,,,,98436.0,27.0,,,,,98434.5,1053688.0
0,787400,DIVING_GEAR,98439.0,25.0,,,,,98442.0,25.0,,,,,98440.5,1046920.0
0,787500,DIVING_GEAR,98447.0,6.0,98446.0,10.0,,,98449.0,6.0,98450.0,10.0,,,98448.0,1038656.0
0,787600,DIVING_GEAR,98456.0,6.0,98455.0,10.0,,,98458.0,6.0,98459.0,10.0,,,98457.0,1028904.0
0,787700,DIVING_GEAR,98442.0,9.0,98441.0,18.0,,,98444.0,9.0,98445.0,18.0,,,98443.0,1044096.0
0,787800,DIVING_GEAR,98438.0,10.0,98437.0,15.0,,,98440.0,10.0,98441.0,15.0,,,98439.0,1048744.0
0,787900,DIVING_GEAR,98437.0,6.0,98436.0,14.0,,,98439.0,6.0,98440.0,14.0,,,98438.0,1049456.0
0,788000,DIVING_GEAR,98434.0,19.0,,,,,98437.0,19.0,,,,,98435.5,1052536.0
0,788100,DIVING_GEAR,98442.0,26.0,,,,,98445.0,26.0,,,,,98443.5,1043440.0
0,788200,DIVING_GEAR,98438.0,28.0,,,,,98441.0,28.0,,,,,98439.5,1048112.0
0,788300,DIVING_GEAR,98446.0,7.0,98445.0,11.0,,,98448.0,7.0,98449.0,11.0,,,98447.0,1039768.0
0,788400,DIVING_GEAR,98449.0,25.0,,,,,98452.0,25.0,,,,,98450.5,1035984.0
0,788500,DIVING_GEAR,98440.0,23.0,,,,,98443.0,23.0,,,,,98441.5,1045944.0
0,788600,DIVING_GEAR,98434.0,6.0,98433.0,18.0,,,98436.0,6.0,98437.0,18.0,,,98435.0,1052744.0
0,788700,DIVING_GEAR,98431.0,5.0,98430.0,13.0,,,98433.0,5.0,98434.0,13.0,,,98432.0,1055984.0
0,788800,DIVING_GEAR,98432.0,10.0,98431.0,17.0,,,98434.0,10.0,98435.0,17.0,,,98433.0,1055368.0
0,788900,DIVING_GEAR,98438.0,9.0,98437.0,20.0,,,98440.0,9.0,98441.0,20.0,,,98439.0,1048624.0
0,789000,DIVING_GEAR,98437.0,6.0,98436.0,20.0,,,98439.0,26.0,,,,,98438.0,1049912.0
0,789100,DIVING_GEAR,98442.0,26.0,,,,,98445.0,26.0,,,,,98443.5,1043744.0
0,789200,DIVING_GEAR,98432.0,19.0,,,,,98435.0,19.0,,,,,98433.5,1054528.0
0,789300,DIVING_GEAR,98413.0,20.0,,,,,98416.0,20.0,,,,,98414.5,1075400.0
0,789400,DIVING_GEAR,98411.0,29.0,,,,,98414.0,29.0,,,,,98412.5,1077736.0
0,789500,DIVING_GEAR,98414.0,9.0,98413.0,13.0,,,98416.0,9.0,98417.0,13.0,,,98415.0,1074640.0
0,789600,DIVING_GEAR,98412.0,5.0,98411.0,19.0,,,98414.0,5.0,98415.0,19.0,,,98413.0,1077144.0
0,789700,DIVING_GEAR,98405.0,22.0,,,,,98408.0,22.0,,,,,98406.5,1084088.0
0,789800,DIVING_GEAR,98408.0,5.0,98407.0,20.0,,,98410.0,5.0,98411.0,20.0,,,98409.0,1081232.0
0,789900,DIVING_GEAR,98420.0,7.0,98419.0,16.0,,,98422.0,7.0,98423.0,16.0,,,98421.0,1068072.0
0,790000,DIVING_GEAR,98419.0,19.0,,,,,98422.0,19.0,,,,,98420.5,1068816.0
0,790100,DIVING_GEAR,98415.0,5.0,98414.0,16.0,,,98417.0,5.0,98418.0,16.0,,,98416.0,1073808.0
0,790200,DIVING_GEAR,98409.0,24.0,,,,,98412.0,24.0,,,,,98410.5,1079632.0
0,790300,DIVING_GEAR,98422.0,7.0,98421.0,14.0,,,98424.0,7.0,98425.0,14.0,,,98423.0,1066232.0
0,790400,DIVING_GEAR,98421.0,23.0,,,,,98424.0,23.0,,,,,98422.5,1066544.0
0,790500,DIVING_GEAR,98425.0,23.0,,,,,98428.0,23.0,,,,,98426.5,1062400.0
0,790600,DIVING_GEAR,98433.0,9.0,98432.0,16.0,,,98435.0,9.0,98436.0,16.0,,,98434.0,1054104.0
0,790700,DIVING_GEAR,98439.0,18.0,,,,,98442.0,18.0,,,,,98440.5,1046784.0
0,790800,DIVING_GEAR,98434.0,10.0,98433.0,14.0,,,98436.0,10.0,98437.0,14.0,,,98435.0,1053120.0
0,790900,DIVING_GEAR,98440.0,5.0,98439.0,13.0,,,98442.0,18.0,,,,,98441.0,1046608.0
0,791000,DIVING_GEAR,98445.0,9.0,98444.0,16.0,,,98447.0,9.0,98448.0,16.0,,,98446.0,1040856.0
0,791100,DIVING_GEAR,98448.0,8.0,98447.0,20.0,,,98450.0,8.0,98451.0,20.0,,,98449.0,1037552.0
0,791200,DIVING_GEAR,98454.0,21.0,,,,,98456.0,10.0,98457.0,11.0,,,98455.0,1030664.0
0,791300,DIVING_GEAR,98450.0,17.0,,,,,98453.0,17.0,,,,,98451.5,1034552.0
0,791400,DIVING_GEAR,98450.0,10.0,98449.0,19.0,,,98452.0,10.0,98453.0,19.0,,,98451.0,1035096.0
0,791500,DIVING_GEAR,98447.0,6.0,98446.0,17.0,,,98449.0,6.0,98450.0,17.0,,,98448.0,1038736.0
0,791600,DIVING_GEAR,98451.0,19.0,,,,,98454.0,19.0,,,,,98452.5,1033576.0
0,791700,DIVING_GEAR,98447.0,22.0,,,,,98450.0,22.0,,,,,98448.5,1038096.0
0,791800,DIVING_GEAR,98450.0,5.0,98449.0,11.0,,,98452.0,5.0,98453.0,11.0,,,98451.0,1035424.0
0,791900,DIVING_GEAR,98443.0,7.0,98442.0,14.0,,,98445.0,7.0,98446.0,14.0,,,98444.0,1042984.0
0,792000,DIVING_GEAR,98442.0,29.0,,,,,98445.0,29.0,,,,,98443.5,1043856.0
0,792100,DIVING_GEAR,98440.0,9.0,98439.0,14.0,,,98442.0,9.0,98443.0,14.0,,,98441.0,1046376.0
0,792200,DIVING_GEAR,98439.0,25.0,,,,,98441.0,3.0,98442.0,19.0,,,98440.0,1047200.0
0,792300,DIVING_GEAR,98440.0,5.0,98439.0,20.0,,,98442.0,5.0,98443.0,20.0,,,98441.0,1046320.0
0,792400,DIVING_GEAR,98439.0,5.0,98438.0,15.0,,,98441.0,5.0,98442.0,15.0,,,98440.0,1047616.0
0,792500,DIVING_GEAR,98437.0,24.0,,,,,98440.0,24.0,,,,,98438.5,1049176.0
0,792600,DIVING_GEAR,98424.0,26.0,,,,,98427.0,26.0,,,,,98425.5,1063464.0
0,792700,DIVING_GEAR,98431.0,20.0,,,,,98434.0,20.0,,,,,98432.5,1055888.0
0,792800,DIVING_GEAR,98427.0,26.0,,,,,98430.0,26.0,,,,,98428.5,1060216.0
0,792900,DIVING_GEAR,98426.0,8.0,98425.0,14.0,,,98428.0,8.0,98429.0,14.0,,,98427.0,1061936.0
0,793000,DIVING_GEAR,98420.0,25.0,,,,,98423.0,25.0,,,,,98421.5,1067672.0
0,793100,DIVING_GEAR,98427.0,7.0,98426.0,12.0,,,98429.0,7.0,98430.0,12.0,,,98428.0,1060832.0
0,793200,DIVING_GEAR,98421.0,22.0,,,,,98423.0,9.0,98424.0,13.0,,,98422.0,1067096.0
0,793300,DIVING_GEAR,98424.0,25.0,,,,,98427.0,25.0,,,,,98425.5,1063656.0
0,793400,DIVING_GEAR,98431.0,23.0,,,,,98434.0,23.0,,,,,98432.5,1055576.0
0,793500,DIVING_GEAR,98442.0,8.0,98441.0,14.0,,,98444.0,8.0,98445.0,14.0,,,98443.0,1044272.0
0,793600,DIVING_GEAR,98449.0,22.0,,,,,98451.0,5.0,98452.0,17.0,,,98450.0,1036120.0
0,793700,DIVING_GEAR,98453.0,7.0,98452.0,13.0,,,98455.0,7.0,98456.0,13.0,,,98454.0,1031888.0
0,793800,DIVING_GEAR,98445.0,20.0,,,,,98448.0,20.0,,,,,98446.5,1040184.0
0,793900,DIVING_GEAR,98453.0,21.0,,,,,98456.0,21.0,,,,,98454.5,1031320.0
0,794000,DIVING_GEAR,98461.0,8.0,98460.0,20.0,,,98463.0,8.0,98464.0,20.0,,,98462.0,1023152.0
0,794100,DIVING_GEAR,98466.0,5.0,98465.0,13.0,,,98468.0,5.0,98469.0,13.0,,,98467.0,1017400.0
0,794200,DIVING_GEAR,98471.0,8.0,98470.0,16.0,,,98473.0,8.0,98474.0,16.0,,,98472.0,1011880.0
0,794300,DIVING_GEAR,98471.0,24.0,,,,,98474.0,24.0,,,,,98472.5,1011376.0
0,794400,DIVING_GEAR,98468.0,18.0,,,,,98471.0,18.0,,,,,98469.5,1014936.0
0,794500,DIVING_GEAR,98475.0,8.0,98474.0,11.0,,,98477.0,8.0,98478.0,11.0,,,98476.0,1007496.0
0,794600,DIVING_GEAR,98483.0,6.0,98482.0,11.0,,,98485.0,6.0,98486.0,11.0,,,98484.0,998728.0
0,794700,DIVING_GEAR,98476.0,21.0,,,,,98479.0,21.0,,,,,98477.5,1005880.0
0,794800,DIVING_GEAR,98482.0,20.0,,,,,98485.0,20.0,,,,,98483.5,999576.0
0,794900,DIVING_GEAR,98484.0,5.0,98483.0,19.0,,,98486.0,5.0,98487.0,19.0,,,98485.0,997872.0
0,795000,DIVING_GEAR,98489.0,21.0,,,,,98492.0,21.0,,,,,98490.5,991760.0
0,795100,DIVING_GEAR,98491.0,6.0,98490.0,12.0,,,98493.0,6.0,98494.0,12.0,,,98492.0,989848.0
0,795200,DIVING_GEAR,98498.0,7.0,98497.0,12.0,,,98500.0,7.0,98501.0,12.0,,,98499.0,982176.0
0,795300,DIVING_GEAR,98504.0,24.0,,,,,98507.0,24.0,,,,,98505.5,975096.0
0,795400,DIVING_GEAR,98510.0,7.0,98509.0,10.0,,,98512.0,7.0,98513.0,10.0,,,98511.0,968952.0
0,795500,DIVING_GEAR,98501.0,19.0,,,,,98504.0,22.0,,,,,98502.5,978392.0
0,795600,DIVING_GEAR,98506.0,19.0,,,,,98509.0,19.0,,,,,98507.5,972672.0
0,795700,DIVING_GEAR,98507.0,8.0,98506.0,18.0,,,98509.0,8.0,98510.0,18.0,,,98508.0,972272.0
0,795800,DIVING_GEAR,98500.0,5.0,98499.0,18.0,,,98502.0,5.0,98503.0,18.0,,,98501.0,979984.0
0,795900,DIVING_GEAR,98504.0,27.0,,,,,98507.0,27.0,,,,,98505.5,975056.0
0,796000,DIVING_GEAR,98496.0,10.0,98495.0,18.0,,,98498.0,10.0,98499.0,18.0,,,98497.0,984408.0
0,796100,DIVING_GEAR,98501.0,24.0,,,,,98504.0,24.0,,,,,98502.5,978184.0
0,796200,DIVING_GEAR,98512.0,7.0,98511.0,16.0,,,98514.0,5.0,98515.0,16.0,,,98513.0,966440.0
0,796300,DIVING_GEAR,98509.0,7.0,98508.0,17.0,,,98511.0,7.0,98512.0,17.0,,,98510.0,969840.0
0,796400,DIVING_GEAR,98515.0,5.0,98514.0,13.0,,,98517.0,5.0,98518.0,13.0,,,98516.0,963400.0
0,796500,DIVING_GEAR,98518.0,5.0,98517.0,15.0,,,98520.0,20.0,,,,,98519.0,960192.0
0,796600,DIVING_GEAR,98522.0,6.0,98521.0,12.0,,,98524.0,6.0,98525.0,12.0,,,98523.0,955608.0
0,796700,DIVING_GEAR,98513.0,19.0,,,,,98516.0,19.0,,,,,98514.5,964856.0
0,796800,DIVING_GEAR,98517.0,20.0,,,,,98520.0,20.0,,,,,98518.5,960552.0
0,796900,DIVING_GEAR,98518.0,22.0,,,,,98521.0,22.0,,,,,98519.5,959520.0
0,797000,DIVING_GEAR,98523.0,5.0,98522.0,14.0,,,98525.0,5.0,98526.0,14.0,,,98524.0,954312.0
0,797100,DIVING_GEAR,98523.0,10.0,98522.0,14.0,,,98525.0,10.0,98526.0,14.0,,,98524.0,954136.0
0,797200,DIVING_GEAR,98530.0,9.0,98529.0,18.0,,,98532.0,9.0,98533.0,18.0,,,98531.0,946456.0
0,797300,DIVING_GEAR,98532.0,9.0,98531.0,16.0,,,98534.0,9.0,98535.0,16.0,,,98533.0,944440.0
0,797400,DIVING_GEAR,98536.0,10.0,98535.0,11.0,,,98538.0,10.0,98539.0,11.0,,,98537.0,939616.0
0,797500,DIVING_GEAR,98545.0,9.0,98544.0,14.0,,,98547.0,9.0,98548.0,14.0,,,98546.0,930032.0
0,797600,DIVING_GEAR,98546.0,7.0,98545.0,11.0,,,98548.0,7.0,98549.0,11.0,,,98547.0,928648.0
0,797700,DIVING_GEAR,98552.0,22.0,,,,,98555.0,22.0,,,,,98553.5,921648.0
0,797800,DIVING_GEAR,98554.0,6.0,98553.0,18.0,,,98556.0,6.0,98557.0,18.0,,,98555.0,919936.0
0,797900,DIVING_GEAR,98557.0,9.0,98556.0,18.0,,,98559.0,9.0,98560.0,18.0,,,98558.0,916192.0
0,798000,DIVING_GEAR,98554.0,7.0,98553.0,11.0,,,98556.0,7.0,98557.0,11.0,,,98555.0,919672.0
0,798100,DIVING_GEAR,98559.0,6.0,98558.0,16.0,,,98561.0,6.0,98562.0,16.0,,,98560.0,914168.0
0,798200,DIVING_GEAR,98566.0,25.0,,,,,98569.0,25.0,,,,,98567.5,905552.0
0,798300,DIVING_GEAR,98566.0,22.0,,,,,98569.0,22.0,,,,,98567.5,905952.0
0,798400,DIVING_GEAR,98571.0,26.0,,,,,98574.0,26.0,,,,,98572.5,900320.0
0,798500,DIVING_GEAR,98574.0,10.0,98573.0,12.0,,,98576.0,10.0,98577.0,12.0,,,98575.0,897200.0
0,798600,DIVING_GEAR,98567.0,18.0,,,,,98570.0,18.0,,,,,98568.5,904640.0
0,798700,DIVING_GEAR,98570.0,6.0,98569.0,14.0,,,98572.0,6.0,98573.0,14.0,,,98571.0,902032.0
0,798800,DIVING_GEAR,98578.0,8.0,98577.0,12.0,,,98580.0,8.0,98581.0,12.0,,,98579.0,892784.0
0,798900,DIVING_GEAR,98575.0,26.0,,,,,98578.0,26.0,,,,,98576.5,895936.0
0,799000,DIVING_GEAR,98564.0,22.0,,,,,98567.0,22.0,,,,,98565.5,908000.0
0,799100,DIVING_GEAR,98566.0,6.0,98565.0,18.0,,,98568.0,6.0,98569.0,18.0,,,98567.0,906408.0
0,799200,DIVING_GEAR,98562.0,6.0,98561.0,12.0,,,98564.0,6.0,98565.0,12.0,,,98563.0,910640.0
0,799300,DIVING_GEAR,98574.0,5.0,98573.0,16.0,,,98576.0,5.0,98577.0,16.0,,,98575.0,897416.0
0,799400,DIVING_GEAR,98574.0,7.0,98573.0,17.0,,,98576.0,7.0,98577.0,17.0,,,98575.0,897504.0
0,799500,DIVING_GEAR,98574.0,9.0,98573.0,14.0,,,98576.0,9.0,98577.0,14.0,,,98575.0,897344.0
0,799600,DIVING_GEAR,98570.0,20.0,,,,,98573.0,20.0,,,,,98571.5,901464.0
0,799700,DIVING_GEAR,98572.0,7.0,98571.0,10.0,,,98574.0,7.0,98575.0,10.0,,,98573.0,899536.0
0,799800,DIVING_GEAR,98569.0,8.0,98568.0,13.0,,,98571.0,8.0,98572.0,13.0,,,98570.0,903216.0
0,799900,DIVING_GEAR,98563.0,24.0,,,,,98566.0,24.0,,,,,98564.5,909216.0
0,800000,DIVING_GEAR,98563.0,20.0,,,,,98566.0,20.0,,,,,98564.5,909432.0
0,800100,DIVING_GEAR,98558.0,22.0,,,,,98561.0,22.0,,,,,98559.5,914792.0
0,800200,DIVING_GEAR,98567.0,5.0,98566.0,17.0,,,98569.0,22.0,,,,,98568.0,905536.0
0,800300,DIVING_GEAR,98560.0,10.0,98559.0,16.0,,,98562.0,10.0,98563.0,16.0,,,98561.0,913336.0
0,800400,DIVING_GEAR,98559.0,18.0,,,,,98562.0,18.0,,,,,98560.5,913624.0
0,800500,DIVING_GEAR,98555.0,23.0,,,,,98558.0,23.0,,,,,98556.5,918136.0
0,800600,DIVING_GEAR,98547.0,5.0,98546.0,20.0,,,98549.0,5.0,98550.0,20.0,,,98548.0,927392.0
0,800700,DIVING_GEAR,98557.0,20.0,,,,,98560.0,20.0,,,,,98558.5,915776.0
0,800800,DIVING_GEAR,98545.0,8.0,98544.0,19.0,,,98547.0,8.0,98548.0,19.0,,,98546.0,929976.0
0,800900,DIVING_GEAR,98554.0,10.0,98553.0,14.0,,,98556.0,10.0,98557.0,14.0,,,98555.0,919784.0
0,801000,DIVING_GEAR,98545.0,22.0,,,,,98548.0,22.0,,,,,98546.5,929248.0
0,801100,DIVING_GEAR,98546.0,25.0,,,,,98549.0,25.0,,,,,98547.5,928416.0
0,801200,DIVING_GEAR,98560.0,16.0,,,,,98563.0,16.0,,,,,98561.5,912688.0
0,801300,DIVING_GEAR,98547.0,27.0,,,,,98550.0,27.0,,,,,98548.5,927056.0
0,801400,DIVING_GEAR,98539.0,27.0,,,,,98542.0,27.0,,,,,98540.5,936248.0
0,801500,DIVING_GEAR,98547.0,21.0,,,,,98550.0,21.0,,,,,98548.5,927040.0
0,801600,DIVING_GEAR,98549.0,8.0,98548.0,13.0,,,98551.0,8.0,98552.0,13.0,,,98550.0,925640.0
0,801700,DIVING_GEAR,98545.0,19.0,,,,,98548.0,19.0,,,,,98546.5,929160.0
0,801800,DIVING_GEAR,98545.0,21.0,,,,,98548.0,21.0,,,,,98546.5,929160.0
0,801900,DIVING_GEAR,98540.0,7.0,98539.0,17.0,,,98542.0,7.0,98543.0,17.0,,,98541.0,935560.0
0,802000,DIVING_GEAR,98541.0,7.0,98540.0,20.0,,,98543.0,7.0,98544.0,20.0,,,98542.0,934504.0
0,802100,DIVING_GEAR,98550.0,8.0,98549.0,18.0,,,98552.0,8.0,98553.0,18.0,,,98551.0,924048.0
0,802200,DIVING_GEAR,98548.0,7.0,98547.0,19.0,,,98550.0,7.0,98551.0,19.0,,,98549.0,926448.0
0,802300,DIVING_GEAR,98549.0,8.0,98548.0,11.0,,,98551.0,8.0,98552.0,11.0,,,98550.0,925272.0
0,802400,DIVING_GEAR,98556.0,26.0,,,,,98559.0,26.0,,,,,98557.5,916808.0
0,802500,DIVING_GEAR,98569.0,9.0,98568.0,19.0,,,98571.0,9.0,98572.0,19.0,,,98570.0,902968.0
0,802600,DIVING_GEAR,98565.0,20.0,,,,,98568.0,20.0,,,,,98566.5,906776.0
0,802700,DIVING_GEAR,98567.0,29.0,,,,,98570.0,29.0,,,,,98568.5,904496.0
0,802800,DIVING_GEAR,98564.0,15.0,,,,,98567.0,15.0,,,,,98565.5,908136.0
0,802900,DIVING_GEAR,98560.0,25.0,,,,,98563.0,25.0,,,,,98561.5,912336.0
0,803000,DIVING_GEAR,98558.0,28.0,,,,,98561.0,28.0,,,,,98559.5,914856.0
0,803100,DIVING_GEAR,98554.0,26.0,,,,,98557.0,26.0,,,,,98555.5,918976.0
0,803200,DIVING_GEAR,98544.0,23.0,,,,,98547.0,23.0,,,,,98545.5,930616.0
0,803300,DIVING_GEAR,98532.0,23.0,,,,,98535.0,23.0,,,,,98533.5,944024.0
0,803400,DIVING_GEAR,98528.0,7.0,98527.0,14.0,,,98530.0,7.0,98531.0,14.0,,,98529.0,948816.0
0,803500,DIVING_GEAR,98529.0,7.0,98528.0,12.0,,,98531.0,7.0,98532.0,12.0,,,98530.0,947680.0
0,803600,DIVING_GEAR,98536.0,15.0,,,,,98539.0,15.0,,,,,98537.5,939144.0
0,803700,DIVING_GEAR,98533.0,19.0,,,,,98536.0,19.0,,,,,98534.5,942560.0
0,803800,DIVING_GEAR,98533.0,8.0,98532.0,18.0,,,98535.0,8.0,98536.0,18.0,,,98534.0,943488.0
0,803900,DIVING_GEAR,98537.0,8.0,98536.0,16.0,,,98539.0,8.0,98540.0,16.0,,,98538.0,938744.0
0,804000,DIVING_GEAR,98542.0,6.0,98541.0,12.0,,,98544.0,6.0,98545.0,12.0,,,98543.0,933448.0
0,804100,DIVING_GEAR,98541.0,26.0,,,,,98544.0,26.0,,,,,98542.5,934024.0
0,804200,DIVING_GEAR,98541.0,6.0,98540.0,13.0,,,98543.0,6.0,98544.0,13.0,,,98542.0,934160.0
0,804300,DIVING_GEAR,98553.0,6.0,98552.0,10.0,,,98555.0,6.0,98556.0,10.0,,,98554.0,921120.0
0,804400,DIVING_GEAR,98551.0,8.0,98550.0,12.0,,,98553.0,8.0,98554.0,12.0,,,98552.0,923184.0
0,804500,DIVING_GEAR,98548.0,6.0,98547.0,13.0,,,98550.0,6.0,98551.0,13.0,,,98549.0,926328.0
0,804600,DIVING_GEAR,98538.0,25.0,,,,,98541.0,25.0,,,,,98539.5,937248.0
0,804700,DIVING_GEAR,98542.0,7.0,98541.0,19.0,,,98544.0,7.0,98545.0,19.0,,,98543.0,933128.0
0,804800,DIVING_GEAR,98541.0,28.0,,,,,98544.0,28.0,,,,,98542.5,933776.0
0,804900,DIVING_GEAR,98554.0,6.0,98553.0,10.0,,,98556.0,6.0,98557.0,10.0,,,98555.0,919552.0
0,805000,DIVING_GEAR,98553.0,6.0,98552.0,19.0,,,98555.0,6.0,98556.0,19.0,,,98554.0,920696.0
0,805100,DIVING_GEAR,98559.0,9.0,98558.0,12.0,,,98561.0,9.0,98562.0,12.0,,,98560.0,913984.0
0,805200,DIVING_GEAR,98566.0,6.0,98565.0,13.0,,,98568.0,6.0,98569.0,13.0,,,98567.0,906456.0
0,805300,DIVING_GEAR,98577.0,9.0,98576.0,15.0,,,98579.0,9.0,98580.0,15.0,,,98578.0,894024.0
0,805400,DIVING_GEAR,98570.0,8.0,98569.0,12.0,,,98572.0,8.0,98573.0,12.0,,,98571.0,901872.0
0,805500,DIVING_GEAR,98580.0,18.0,,,,,98583.0,18.0,,,,,98581.5,890016.0
0,805600,DIVING_GEAR,98581.0,24.0,,,,,98584.0,24.0,,,,,98582.5,888800.0
0,805700,DIVING_GEAR,98582.0,5.0,98581.0,18.0,,,98584.0,5.0,98585.0,18.0,,,98583.0,888384.0
0,805800,DIVING_GEAR,98581.0,9.0,98580.0,13.0,,,98583.0,9.0,98584.0,13.0,,,98582.0,889384.0
0,805900,DIVING_GEAR,98579.0,23.0,,,,,98582.0,23.0,,,,,98580.5,890976.0
0,806000,DIVING_GEAR,98578.0,23.0,,,,,98581.0,23.0,,,,,98579.5,892216.0
0,806100,DIVING_GEAR,98567.0,2.0,98565.0,22.0,,,98568.0,22.0,,,,,98567.5,907088.0
0,806200,DIVING_GEAR,98569.0,15.0,,,,,98572.0,15.0,,,,,98570.5,902480.0
0,806300,DIVING_GEAR,98571.0,10.0,98570.0,20.0,,,98573.0,10.0,98574.0,20.0,,,98572.0,900952.0
0,806400,DIVING_GEAR,98566.0,5.0,98565.0,18.0,,,98568.0,5.0,98569.0,18.0,,,98567.0,906360.0
0,806500,DIVING_GEAR,98566.0,18.0,,,,,98569.0,18.0,,,,,98567.5,905688.0
0,806600,DIVING_GEAR,98581.0,17.0,,,,,98584.0,17.0,,,,,98582.5,888864.0
0,806700,DIVING_GEAR,98585.0,6.0,98584.0,11.0,,,98587.0,6.0,98588.0,11.0,,,98586.0,885168.0
0,806800,DIVING_GEAR,98583.0,22.0,,,,,98586.0,22.0,,,,,98584.5,886728.0
0,806900,DIVING_GEAR,98595.0,8.0,98594.0,12.0,,,98597.0,8.0,98598.0,12.0,,,98596.0,873944.0
0,807000,DIVING_GEAR,98591.0,6.0,98590.0,13.0,,,98593.0,6.0,98594.0,13.0,,,98592.0,878304.0
0,807100,DIVING_GEAR,98591.0,8.0,98590.0,10.0,,,98593.0,8.0,98594.0,10.0,,,98592.0,878272.0
0,807200,DIVING_GEAR,98590.0,3.0,98588.0,30.0,,,98591.0,30.0,,,,,98590.5,880984.0
0,807300,DIVING_GEAR,98588.0,9.0,98587.0,20.0,,,98590.0,9.0,98591.0,20.0,,,98589.0,881528.0
0,807400,DIVING_GEAR,98593.0,27.0,,,,,98596.0,27.0,,,,,98594.5,875456.0
0,807500,DIVING_GEAR,98598.0,9.0,98597.0,18.0,,,98600.0,9.0,98601.0,18.0,,,98599.0,870408.0
0,807600,DIVING_GEAR,98594.0,21.0,,,,,98597.0,21.0,,,,,98595.5,874352.0
0,807700,DIVING_GEAR,98594.0,23.0,,,,,98597.0,23.0,,,,,98595.5,874176.0
0,807800,DIVING_GEAR,98596.0,5.0,98595.0,15.0,,,98598.0,5.0,98599.0,15.0,,,98597.0,872536.0
0,807900,DIVING_GEAR,98594.0,22.0,,,,,98597.0,22.0,,,,,98595.5,874280.0
0,808000,DIVING_GEAR,98595.0,21.0,,,,,98598.0,21.0,,,,,98596.5,873480.0
0,808100,DIVING_GEAR,98592.0,6.0,98591.0,14.0,,,98594.0,6.0,98595.0,14.0,,,98593.0,877368.0
0,808200,DIVING_GEAR,98588.0,23.0,,,,,98590.0,7.0,98591.0,14.0,,,98589.0,881360.0
